Record ID,Device Name,Description,Manufacturer,Device Type,Physical Form,Processor / NPU,Memory / Storage,Official Website,Source,Source URL,Website Verified
device:bytedance/ui-tars-desktop,UI-TARS-desktop,The Open-Source Multimodal AI Agent Stack: Connecting Cutting-Edge AI Models and Agent Infra,bytedance,AI Workstation,Standalone Appliance,,,https://agent-tars.com,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:alibaba/mnn,MNN,"MNN: A blazing-fast, lightweight inference engine battle-tested by Alibaba, powering high-performance on-device LLMs and Edge AI.",alibaba,AI Wearable,Smart Wearable,,,https://github.com/alibaba/MNN,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:kaixxx/noscribe,noScribe,Cutting edge AI technology for automated audio transcription. A nice GUI for OpenAIs Whisper and pyannote (speaker identification),kaixxx,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/kaixxx/noScribe,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:yomorun/yomo,yomo,🦖 Serverless AI Agent Framework with Geo-distributed Edge AI Infra.,yomorun,AI Workstation,Standalone Appliance,,,https://yomo.run,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:sipeed/maixpy-v1,MaixPy-v1,"MicroPython for K210 RISC-V, let's play with edge AI easier",sipeed,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://wiki.sipeed.com/maixpy,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:cosmo-wander-ai/cosmo-edge,cosmo-edge,"Production-grade C++ edge AI engine for video analytics and on-device VLM across Sophon, Rockchip RKNN, and x86, with visual orchestration, real-time OSD, events, and reproducible benchmarks.",cosmo-wander-ai,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://cosmowander.ai,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:omnimind-ai/omniinfer,OmniInfer,"Unified, efficient, and easy-to-use inference infrastructure for edge AI || 面向端侧 AI 的统一、高效、易用的推理基础设施",omnimind-ai,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/omnimind-ai/OmniInfer,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:google/sec-gemini,sec-gemini,Sec-Gemini  is a cutting-edge AI model designed to enhance cybersecurity capabilities and empower defenders in the ongoing battle against cyber threats.,google,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://secgemini.google,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:georetina/chat2geo,chat2geo,"Chat2Geo delivers a ChatGPT-like experience tailored for remote-sensing-based geospatial analysis. Its mission is to democratize geospatial insights at scale by harnessing cutting-edge AI technologies, making advanced analysis accessible to everyone.",GeoRetina,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://georetina.com,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:ankur-anand/unisondb,unisondb,"A streaming multimodal database for Edge AI, and Edge Computing.",ankur-anand,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://unisondb.io,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:djangopeng/agent-hub,agent-hub,"This repository is a hub for AI Agent projects, including GitHub Sentinel, LanguageMentor, and ChatPPT, designed to enhance enterprise workflows, language learning, and multimodal interaction. Explore a growing family of agents geared towards revolutionizing various industries with cutting-edge AI solutions.",DjangoPeng,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/DjangoPeng/agent-hub,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:cosdata/cosdata,cosdata,"Cosdata: A cutting-edge AI data platform for next-gen search pipelines. Features semantic search, hybrid capabilities, real-time scalability, and ML integration. Designed for immutability and version control to enhance AI projects.",cosdata,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://cosdata.io,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:ztachip/ztachip,ztachip,Opensource software/hardware platform to build edge AI solutions deployed on FPGA or custom ASIC hardware.,ztachip,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/ztachip/ztachip,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:mr-infect/ai-penetration-testing,AI-penetration-testing,"AI/ML/LLM Penetration Testing Toolkit by Mr-Infect — the #1 GitHub resource for AI security, red teaming, and adversarial ML techniques. This repository is dedicated to offensive and defensive security for cutting-edge AI, Machine Learning (ML), and Large Language Models (LLMs) like ChatGPT, Claude, and LLaMA.",Mr-Infect,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/Mr-Infect/AI-penetration-testing,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:vishwasg217/fin-sight,fin-sight,"FinSight - Financial Insights at Your Fingertip: FinSight is a cutting-edge AI assistant tailored for portfolio managers, investors, and finance enthusiasts. It streamlines the process of gaining crucial insights and summaries about a company in a user-friendly manner.",vishwasg217,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://finsight-report.streamlit.app,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:xumengwei/edge-ai-paper-list,Edge-AI-Paper-List,,xumengwei,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/xumengwei/Edge-AI-Paper-List,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:texasinstruments/edgeai-tidl-tools,edgeai-tidl-tools,Edgeai TIDL Tools and Examples - This repository contains Tools and example developed for Deep learning runtime (DLRT) offering provided by TI’s edge AI solutions.,TexasInstruments,AI Wearable,Smart Wearable,,,https://github.com/TexasInstruments/edgeai-tidl-tools,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:google-ai-edge/ai-edge-quantizer,ai-edge-quantizer,AI Edge Quantizer: flexible post training quantization for LiteRT models.,google-ai-edge,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/google-ai-edge/ai-edge-quantizer,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:scaleoutsystems/scaleout-client,scaleout-client,Scaleout Edge: Sovereign Edge AI orchestration and Federated Learning,scaleoutsystems,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://scaleoutsystems.com,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:securityjoes/askjoe,AskJOE,"AI-Powered Malware Analysis & Threat Intelligence for Ghidra Transform your static analysis workflow with cutting-edge AI capabilities, comprehensive malware detection, and advanced threat intelligence.",securityjoes,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://securityjoes.com,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:texasinstruments/edgeai,edgeai,Edge AI Software and Development Tools,TexasInstruments,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/TexasInstruments/edgeai,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:open-edge-platform/edge-ai-libraries,edge-ai-libraries,"Libraries, microservices, tools, and other reference software, supporting development of performance-optimized Edge AI applications.",open-edge-platform,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/open-edge-platform/edge-ai-libraries,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:thanhhff/cs230-deep-learning,CS230-Deep-Learning,"Deep Learning by deeplearning.ai | The Deep Learning Specialization is a foundational program that will help you understand the capabilities, challenges, and consequences of deep learning and prepare you to participate in the development of leading-edge AI technology.",thanhhff,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://coursera.org/specializations/deep-learning,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:josehenriquesiqueira/whatsapp_instagram_messanger_chatgpt_openai,Whatsapp_Instagram_Messanger_ChatGPT_OpenAI,"This repository showcases a ChatBot integrated with WhatsApp, using OpenAI API (such as ChatGPT). With it, you can interact with a highly trained language model to answer your questions and perform specific tasks quickly and efficiently. Don't miss the opportunity to experience cutting-edge AI technology directly on your WhatsApp.",JoseHenriqueSiqueira,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/JoseHenriqueSiqueira/Whatsapp_Instagram_Messanger_ChatGPT_OpenAI,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:galliot-us/smart-social-distancing,smart-social-distancing,"Social Distancing Detector using deep learning and capable to run on edge AI devices such as NVIDIA Jetson, Google Coral, and more.",galliot-us,AI Wearable,Smart Wearable,NVIDIA Jetson System-on-Module,,https://neuralet.com,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:amitkumardemo/edgecareer,EdgeCareer,"🚀 EdgeCareer – AI-Powered Career Coach Full Stack AI Career Coach built with React 19 + Next.js 15, Tailwind CSS, NeonDB, Prisma, Clerk Authentication, Inngest, Gemini API, and Shadcn UI. A cutting-edge AI-driven career platform that provides personalized job recommendations, AI resume reviews, and real-time career insights to help users",amitkumardemo,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://edge-career.vercel.app,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:analogdevicesinc/maximai_documentation,MaximAI_Documentation,START HERE: Documentation for ADI's MAX78000 and MAX78002 Edge AI devices,analogdevicesinc,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/analogdevicesinc/MaximAI_Documentation,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:open-edge-platform/edge-ai-suites,edge-ai-suites,A curated collection of sample applications intended for reference in developing optimized AI solutions and testing hardware performance across various industry use cases.,open-edge-platform,AI Wearable,Smart Wearable,,,https://github.com/open-edge-platform/edge-ai-suites,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:fifteen42/localhostai,localhostai,LocalhostAI is an AI assistant designed to work seamlessly with Chrome and Gemini Nano. Enhance your productivity with cutting-edge AI models.,fifteen42,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://localhostai.xyz,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:enjector/microgpt-c,microgpt-c,Zero-dependency C99 GPT-2 engine for edge AI. Sub-1M parameter models train on-device in seconds. Organelle Pipeline Architecture (OPA) coordinates specialised micro-models — 91% win rates on 11 logic games with 30K–160K parameters. Composition beats capacity.,enjector,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/enjector/microgpt-c,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:analogdevicesinc/ai8x-training,ai8x-training,Model Training for ADI's MAX78000 and MAX78002 Edge AI Devices,analogdevicesinc,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/analogdevicesinc/ai8x-training,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:kenchangh/kensat,kensat,"KENSAT, Edge-AI Compute in Orbit - A 2U CubeSat that runs a large language model on-orbit. A power-gated NVIDIA Jetson Orin Nano executes neural-network inference in space, and the results are downlinked over a custom UHF radio link to amateur ground stations.",kenchangh,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://kensat.com,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:microsoft/edge-ai,edge-ai,"Production-ready Infrastructure as Code, applications, pluggable components, and PlatformOps toolchains that empower organizations to achieve more with cloud and edge AI-powered solutions. Built by friendly geeks, for every team that needs edge solutions to achieve real production results.",microsoft,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/microsoft/edge-ai,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:lab4ai-hub/paperhub,PaperHub,High-quality and compute-verified reproductions of cutting-edge AI papers.,Lab4AI-Hub,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/Lab4AI-Hub/PaperHub,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:getrepliq/clipify,Clipify,"🎬 Clipify: Instantly transform long videos into engaging, social media-ready clips with cutting-edge AI technology.",GetRepliq,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/GetRepliq/Clipify,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:texasinstruments/edgeai-tensorlab,edgeai-tensorlab,Edge AI Model Development Tools,TexasInstruments,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/TexasInstruments/edgeai/tree/main/edgeai-mpu,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:xingsandesu/carrotai,CarrotAI,"CarrotAI is a cutting-edge AI agent application that delivers real-time streaming chat via Server-Sent Events (SSE) with built-in Model Control Protocol (MCP) integration. It supports concurrent connections to multiple SSE MCP servers and provides user interfaces in English, Chinese, and Japanese.",Xingsandesu,AI Workstation,Standalone Appliance,,,https://github.com/Xingsandesu/CarrotAI,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:smkrv/ha-text-ai,ha-text-ai,"Cutting-edge AI solution for Home Assistant. Multi-LLM provider support to transform your smart home experience with intelligent, adaptive automation.",smkrv,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/smkrv/ha-text-ai,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:muneerali199/draftdeckai,Draftdeckai,"Draftdeckai is a 100% open source, cutting-edge AI-powered document creation platform that revolutionizes how professionals create stunning documents. Built by the community, for the community - simply describe what you need, and watch as our advanced AI transforms your ideas into polished resumes, captivating presentations, comprehensive CVs.",Muneerali199,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://draftdeckai.com,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:daniel89710/lightnet-trt,lightNet-TRT,LightNet-TRT is a high-efficiency and real-time implementation of convolutional neural networks (CNNs) using Edge AI.,daniel89710,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/daniel89710/lightNet-TRT,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:alihussainia/openvino-colab,openvino-colab,OpenVINO Edge AI Applications deployment on Google Colaboratory,alihussainia,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/alihussainia/openvino-colab,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:nttulab501/an-intelligent-drone-system-design-with-edge-ai-and-adaptability,An-intelligent-drone-system-design-with-edge-AI-and-adaptability,Data Governance for Sustainable Smart City - SP3: An Intelligent Drone System Design with Edge AI and Adaptability,NTTUlab501,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://twaicoe.org/design-of-integrated-command-and-control-center-for-sustainable-smart-cities,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:sensiml/piccolo,piccolo,SensiML's open-source AutoML solution for Edge AI model development,sensiml,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://sensiml.org,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:analogdevicesinc/ai8x-synthesis,ai8x-synthesis,Quantization and Synthesis (Device Specific Code Generation) for ADI's MAX78000 and MAX78002 Edge AI Devices,analogdevicesinc,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/analogdevicesinc/ai8x-synthesis,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:google-marketing-solutions/ariel,ariel,A cutting-edge AI dubbing solution designed to enhance the global reach of digital advertising.,google-marketing-solutions,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/google-marketing-solutions/ariel,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:osnava/learnjetson,learnJetson,Learning to use this device. You'll find edge AI applications and useful commands to optimize your Jetson,osnava,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/osnava/learnJetson,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:mjrovai/unifei-iesti05-edge_ai,UNIFEI-IESTI05-EDGE_AI,Edge Machine Learning Systems Engineering,Mjrovai,AI Wearable,Smart Wearable,,,https://github.com/Mjrovai/UNIFEI-IESTI05-EDGE_AI,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:smilies-polito/spiker,Spiker,"Spiker is a Python-based framework for designing and generating efficient FPGA hardware accelerators for spiking neural networks, covering training, optimization, and automatic VHDL generation for edge AI deployment.",smilies-polito,AI Wearable,Smart Wearable,,,https://github.com/smilies-polito/Spiker,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:jananielumalai01/ai-edge-quality-inspection,AI-Edge-Quality-Inspection,Real-time defect detection using Edge AI for smart manufacturing,Jananielumalai01,AI Wearable,Smart Wearable,,,https://github.com/Jananielumalai01/AI-Edge-Quality-Inspection,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:maxlab-io/tokay-lite-sdk,tokay-lite-sdk,Tokay Lite: Low Power Edge AI Camera SDK,maxlab-io,AI Camera,Smart Camera Appliance,,,https://maxlab.io/store/edge-ai-camera,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+ai%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:xllm-ai/xllm,xllm,"A high-performance inference engine for LLM, VLM, DiT and REC models, optimized for diverse AI accelerators. It is hosted in OpenAtom Foundation.",xLLM-AI,AI Accelerator,PCIe Card,,,https://xllm-ai.com,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22ai+accelerator%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:kendryte/nncase,nncase,Open deep learning compiler stack for Kendryte AI accelerators ✨,kendryte,AI Accelerator,PCIe Card,,,https://github.com/kendryte/nncase,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22ai+accelerator%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:infinitensor/infinitensor,InfiniTensor,InfiniTensor is a high-performance inference engine tailored for GPUs and AI accelerators. Its design focuses on effective deployment and swift academic validation.,InfiniTensor,AI Accelerator,PCIe Card,,,https://github.com/InfiniTensor/InfiniTensor,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22ai+accelerator%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:facebookresearch/deepfloat,deepfloat,"An exploration of log domain ""alternative floating point"" for hardware ML/AI accelerators.",facebookresearch,AI Accelerator,PCIe Card,,,https://github.com/facebookresearch/deepfloat,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22ai+accelerator%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:bytedance/xpu-perf,xpu-perf,"[HPCA 2026] AI Accelerator Benchmark focuses on evaluating AI Accelerators from a practical production perspective, including the ease of use and versatility of software and hardware.",bytedance,AI Accelerator,PCIe Card,,,https://xpu-perf.ai,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22ai+accelerator%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:trevorpogue/algebraic-nnhw,algebraic-nnhw,Algebraic enhancements for GEMM & AI accelerators,trevorpogue,AI Accelerator,PCIe Card,,,https://github.com/trevorpogue/algebraic-nnhw,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22ai+accelerator%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:areuther/ai-accelerators,ai-accelerators,CSV spreadsheets and other material for AI accelerator survey papers,areuther,AI Accelerator,PCIe Card,,,https://github.com/areuther/ai-accelerators,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22ai+accelerator%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:alibaba/ai-matrix,ai-matrix,To make it easy to benchmark AI accelerators,alibaba,AI Accelerator,PCIe Card,,,https://github.com/alibaba/ai-matrix,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22ai+accelerator%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:mit-ai-accelerator/magnav.jl,MagNav.jl,MagNav: airborne Magnetic anomaly Navigation,MIT-AI-Accelerator,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/MIT-AI-Accelerator/MagNav.jl,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22ai+accelerator%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:habanaai/model-references,Model-References,Reference models for Intel(R) Gaudi(R) AI Accelerator,HabanaAI,AI Accelerator,PCIe Card,,,https://github.com/HabanaAI/Model-References,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22ai+accelerator%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:kohakublueleaf/kohakutpu,KohakuTPU,An AI accelerator implementation with Xilinx FPGA,KohakuBlueleaf,AI Accelerator,PCIe Card,,,https://github.com/KohakuBlueleaf/KohakuTPU,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22ai+accelerator%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:mit-ai-accelerator/neurips-2020-sevir,neurips-2020-sevir,"Code and model benchmarks for ""SEVIR : A Storm Event Imagery Dataset for Deep Learning Applications in Radar and Satellite Meteorology""",MIT-AI-Accelerator,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/MIT-AI-Accelerator/neurips-2020-sevir,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22ai+accelerator%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:datarobot-community/ai-accelerators,ai-accelerators,,datarobot-community,AI Wearable,Smart Wearable,,,https://github.com/datarobot-community/ai-accelerators,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22ai+accelerator%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:ahmedzeer/atik,atik,Specialized RoCC AI Accelerator Hardware.,AhmedZeer,AI Accelerator,PCIe Card,,,https://github.com/AhmedZeer/atik,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22ai+accelerator%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:zhang677/accelopt,AccelOpt,[MLSys 2026] AccelOpt: Self-improving Agents for AI Accelerator Kernel Optimization,zhang677,AI Accelerator,PCIe Card,,,https://ppl.stanford.edu/accelopt.html,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22ai+accelerator%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:redhat-ai-services/ai-accelerator,ai-accelerator,The AI Accelerator is a template project for setting up Red Hat OpenShift AI using GitOps,redhat-ai-services,AI Accelerator,PCIe Card,,,https://github.com/redhat-ai-services/ai-accelerator,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22ai+accelerator%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:ipads-sai/waferai-sim,WaferAI-SIM,The wafer-native AI accelerator simulation platform and inference engine.,IPADS-SAI,AI Accelerator,PCIe Card,,,https://github.com/IPADS-SAI/WaferAI-SIM,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22ai+accelerator%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:opea-project/enterprise-rag,Enterprise-RAG,Intel® AI for Enterprise RAG converts enterprise data into actionable insights with excellent TCO. Utilizing Intel Gaudi AI accelerators and Intel Xeon processors ensuring streamlined deployment.,opea-project,AI Wearable,Smart Wearable,,,https://github.com/opea-project/Enterprise-RAG,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22ai+accelerator%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:msusazureaccelerators/conversational-azure-openai-accelerator,Conversational-Azure-OpenAI-Accelerator,"The Conversational Azure OpenAI (ChatGPT) Accelerator, from Microsoft partner Zammo.ai, uses OpenAI to improve customer experience by automating conversations and summarizations. This leverages Azure AI services, deploys to voice and text channels, and saves customers time creating UI, conversational flows, and API integrations.",MSUSAzureAccelerators,AI Accelerator,PCIe Card,,,https://github.com/MSUSAzureAccelerators/Conversational-Azure-OpenAI-Accelerator,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22ai+accelerator%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:scottcjn/hailort-ppc64le,hailort-ppc64le,HailoRT SDK port for IBM POWER8/POWER9 ppc64le - Hailo-8 AI accelerator on PowerPC,Scottcjn,AI Accelerator,PCIe Card,Hailo AI Processor,,https://rustchain.org,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22ai+accelerator%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:spzbrnmrc/tiny-vedas,Tiny-Vedas,RISC-V Infrastructure for AI Accelerators,spzbrnmrc,AI Accelerator,PCIe Card,,,https://marcospazianibrunella.io,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22ai+accelerator%22+in%3Aname%2Cdescription+stars%3A%3E5,False
device:mit-ai-accelerator/sevir_challenges,sevir_challenges,AI Challenges based on the SEVIR weather dataset,MIT-AI-Accelerator,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/MIT-AI-Accelerator/sevir_challenges,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22ai+accelerator%22+in%3Aname%2Cdescription+stars%3A%3E5,False
